 , , , , , , , ,ACTURAL, , , , , , , , , , , , , , , , , ,COMMAND, , , , , , , , , 
acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6,acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6
13.785,-0.0391864,93.1524,-4.96465,84.0449,27.8307,420.017,86.6533,392.521,-176.889,4.73995,166.479,1.16092,0.298664,-0.850997,-0.484887,-0.069282,0.463499,14.9571,-0.250887,93.2276,-5.45695,83.6967,30.1747,420,93.5578,390.711,-176.703,5.12655,165.477,0.240593,-0.000683931,1.62582,-0.0866495,1.46686,0.485737
14.3421,-0.135697,93.1895,-5.19776,83.872,28.9382,420.032,90.1932,391.614,-176.795,4.94336,165.971,1.17792,0.553907,-0.775917,-0.494027,-0.150629,0.455378,15.4691,-0.355545,93.248,-5.67587,83.5549,31.2061,420,96.8238,389.863,-176.616,5.30979,164.999,0.250317,-0.00236837,1.62646,-0.090718,1.46384,0.505066
14.7943,-0.218421,93.2142,-5.38798,83.7476,29.8476,420.004,93.0653,390.885,-176.716,5.10039,165.548,1.10075,0.583922,-0.754441,-0.463355,-0.0849794,0.43083,15.8951,-0.447579,93.2603,-5.85935,83.4406,32.0655,420,99.5479,389.156,-176.545,5.46303,164.601,0.25821,-0.00381217,1.62689,-0.094038,1.46167,0.520939
15.2039,-0.29935,93.2339,-5.56311,83.6324,30.6735,419.998,95.6717,390.202,-176.646,5.24657,165.165,1.02076,0.437965,-0.762458,-0.444423,-0.114717,0.410136,16.3202,-0.543946,93.2684,-6.04379,83.3299,32.9249,420,102.273,388.448,-176.475,5.6168,164.202,0.265358,-0.00522465,1.62724,-0.0970945,1.45966,0.535353
15.6888,-0.404155,93.2501,-5.77084,83.4937,31.6545,420.028,98.7789,389.38,-176.567,5.42411,164.709,0.997839,0.369227,-0.790778,-0.518199,-0.144388,0.408227,16.8292,-0.665305,93.2725,-6.26631,83.2018,33.9563,420,105.546,387.599,-176.392,5.80207,163.724,0.273821,-0.00705384,1.62752,-0.10072,1.45724,0.552476
16.0989,-0.497131,93.261,-5.9491,83.3916,32.4837,420.012,101.397,388.674,-176.494,5.56466,164.324,1.05431,0.50767,-0.802017,-0.565469,-0.0505117,0.412826,17.2524,-0.77121,93.2712,-6.45266,83.0991,34.8157,420,108.274,386.89,-176.324,5.95707,163.326,0.280979,-0.00867658,1.62771,-0.103831,1.45546,0.566947
16.5131,-0.589155,93.2671,-6.12879,83.286,33.3197,419.998,104.054,388.011,-176.428,5.71717,163.937,1.07158,0.582544,-0.849679,-0.558596,-0.119454,0.405753,17.6747,-0.881455,93.2656,-6.63981,83,35.6751,420,111.005,386.181,-176.257,6.11266,162.927,0.288208,-0.0102827,1.62782,-0.106968,1.45361,0.581539
17.0204,-0.714356,93.2687,-6.35227,83.1536,34.3498,420.025,107.324,387.153,-176.348,5.9072,163.459,1.08493,0.420809,-0.894858,-0.522998,-0.158032,0.397918,18.1802,-1.01949,93.2533,-6.86536,82.886,36.7065,420,114.285,385.33,-176.178,6.30012,162.448,0.297061,-0.0124679,1.62785,-0.110868,1.4513,0.599517
17.4443,-0.824518,93.2683,-6.53822,83.0576,35.2073,420.003,110.059,386.404,-176.276,6.05364,163.064,1.07407,0.469835,-0.911303,-0.505283,-0.0631689,0.414179,18.6005,-1.13932,93.2382,-7.05407,82.7951,37.5659,420,117.02,384.62,-176.114,6.45699,162.048,0.304461,-0.0143906,1.62784,-0.114114,1.44963,0.614483
17.8655,-0.934599,93.265,-6.72657,82.963,36.0678,419.976,112.773,385.68,-176.206,6.20634,162.663,1.05229,0.575303,-1.06224,-0.49263,-0.0988033,0.427984,19.0197,-1.2635,93.2188,-7.24342,82.7078,38.4253,420,119.758,383.909,-176.05,6.61446,161.649,0.311811,-0.0163118,1.62778,-0.117401,1.44798,0.629501
18.3767,-1.07889,93.2507,-6.95402,82.8422,37.1036,420,116.108,384.797,-176.13,6.39908,162.186,1.03956,0.515246,-1.36391,-0.465467,-0.175574,0.42911,19.5216,-1.4183,93.1897,-7.47139,82.6081,39.4567,420,123.048,383.055,-175.975,6.80422,161.169,0.320733,-0.0188302,1.62753,-0.121371,1.44587,0.64758
18.7965,-1.20064,93.233,-7.14307,82.7557,37.9731,419.994,118.842,384.091,-176.066,6.55554,161.777,1.02916,0.591241,-1.49014,-0.457817,-0.0740896,0.422281,19.9387,-1.55213,93.1607,-7.66195,82.5291,40.3161,420,125.793,382.342,-175.914,6.96303,160.768,0.32806,-0.0209551,1.62722,-0.12467,1.44436,0.662756
19.3985,-1.37925,93.1988,-7.41572,82.6385,39.2031,419.975,122.779,383.115,-175.976,6.78376,161.207,1.05167,0.544509,-1.53695,-0.490994,-0.0509908,0.428073,20.5209,-1.74686,93.1125,-7.92951,82.4249,41.5193,420,129.643,381.343,-175.83,7.18642,160.206,0.338568,-0.0240724,1.62663,-0.129429,1.44231,0.684223
19.7158,-1.48538,93.1784,-7.55859,82.5759,39.8555,419.992,124.876,382.526,-175.928,6.89958,160.903,1.03529,0.437006,-1.516,-0.538592,-0.143874,0.416596,20.8526,-1.86201,93.0811,-8.08276,82.3687,42.2069,420,131.845,380.771,-175.783,7.31464,159.885,0.344106,-0.0259248,1.62627,-0.131922,1.44122,0.695609
20.1147,-1.61344,93.15,-7.74332,82.4962,40.6798,420.001,127.503,381.85,-175.872,7.05825,160.518,1.01624,0.527643,-1.50599,-0.552027,-0.191807,0.395031,21.1837,-1.97999,93.0468,-8.23624,82.315,42.8944,420,134.051,380.198,-175.736,7.44326,159.563,0.351068,-0.0281598,1.62577,-0.135146,1.43983,0.709996
20.6511,-1.79191,93.1031,-7.9888,82.4049,41.7834,419.984,131.054,380.954,-175.796,7.26399,160.005,0.932284,0.623242,-1.53749,-0.526382,-0.111183,0.379965,21.5966,-2.13145,92.9998,-8.42837,82.2513,43.7538,420,136.812,379.482,-175.679,7.60464,159.16,0.360429,-0.0312748,1.62496,-0.139431,1.43824,0.729257
21.008,-1.92174,93.0686,-8.15487,82.3473,42.5345,419.989,133.426,380.298,-175.742,7.39859,159.649,0.824144,0.662093,-1.58976,-0.483743,-0.0447967,0.378123,22.0085,-2.28735,92.9483,-8.62078,82.1915,44.6133,420,139.577,378.764,-175.623,7.76667,158.757,0.366658,-0.0335406,1.62435,-0.142329,1.43723,0.742367
21.3588,-2.04392,93.0314,-8.31891,82.2924,43.2671,419.974,135.757,379.719,-175.694,7.53863,159.303,0.934449,0.649765,-1.66625,-0.481063,-0.0922931,0.407816,22.4192,-2.4477,92.8922,-8.81341,82.1356,45.4727,420,142.347,378.044,-175.568,7.92938,158.352,0.372781,-0.0356731,1.6237,-0.145192,1.43627,0.755154
21.7361,-2.18696,92.9871,-8.49507,82.2345,44.0548,419.985,138.287,379.039,-175.641,7.68548,158.933,1.01143,0.463992,-1.76013,-0.474091,-0.187645,0.428804,22.8288,-2.61251,92.8315,-9.0062,82.0836,46.3322,420,145.123,377.324,-175.514,8.09278,157.947,0.379366,-0.0381696,1.62293,-0.148267,1.43526,0.768902
22.2257,-2.37307,92.9226,-8.7244,82.1611,45.0788,419.996,141.587,378.204,-175.58,7.88401,158.452,1.15471,0.46842,-1.85454,-0.483615,-0.223716,0.47047,23.3189,-2.81621,92.7524,-9.23771,82.0265,47.3635,420,148.46,376.457,-175.45,8.28977,157.46,0.387911,-0.041418,1.62181,-0.152269,1.43398,0.786773
22.664,-2.54915,92.8555,-8.92721,82.1044,45.9819,420.01,144.568,377.449,-175.523,8.05624,158.034,1.21699,0.423402,-1.853,-0.481733,-0.123094,0.479295,23.726,-2.99091,92.6814,-9.4307,81.9833,48.2229,420,151.248,375.734,-175.398,8.4547,157.054,0.395561,-0.0444911,1.62064,-0.155809,1.43299,0.802536
23.0655,-2.71343,92.7947,-9.11721,82.0576,46.8293,420,147.291,376.73,-175.468,8.2157,157.632,1.0386,0.529218,-1.6882,-0.46843,-0.0163111,0.440603,24.1319,-3.17012,92.6056,-9.6237,81.9441,49.0824,420,154.042,375.008,-175.348,8.62036,156.646,0.402569,-0.0473583,1.61957,-0.159125,1.43218,0.817326
23.5275,-2.91032,92.7163,-9.33661,82.008,47.8049,420.002,150.446,375.904,-175.407,8.40119,157.17,0.916208,0.637926,-1.66849,-0.516243,0.015222,0.428883,24.6175,-3.39117,92.5083,-9.85525,81.9024,50.1137,420,157.402,374.136,-175.288,8.82011,156.155,0.410633,-0.0507946,1.6182,-0.162955,1.43131,0.834354
23.9587,-3.09466,92.6409,-9.5413,81.9661,48.7165,419.979,153.396,375.142,-175.352,8.57625,156.737,0.959351,0.588545,-1.72292,-0.546428,-0.038555,0.449695,25.0209,-3.58039,92.4219,-10.0481,81.8721,50.9731,420,160.21,373.407,-175.24,8.98738,155.746,0.418157,-0.0540121,1.61689,-0.166527,1.43058,0.850263
24.3443,-3.26974,92.565,-9.72478,81.9304,49.5309,419.991,156.065,374.443,-175.304,8.73388,156.352,0.994552,0.531625,-1.80958,-0.547378,-0.11368,0.452358,25.3427,-3.73506,92.3492,-10.2023,81.8509,51.6607,420,162.462,372.822,-175.202,9.12173,155.417,0.424888,-0.0570677,1.61556,-0.169729,1.42995,0.864477
24.7712,-3.46466,92.476,-9.92688,81.8943,50.4345,419.991,159.034,373.696,-175.256,8.91145,155.924,0.973474,0.51321,-1.83871,-0.520308,-0.185174,0.441335,25.6637,-3.89266,92.2734,-10.3563,81.8323,52.3482,420,164.718,372.237,-175.165,9.25658,155.088,0.43234,-0.0604698,1.61401,-0.173257,1.42933,0.880247
25.094,-3.61953,92.4052,-10.0826,81.8692,51.1315,420.005,161.288,373.097,-175.218,9.04738,155.587,0.839206,0.658944,-1.75062,-0.494191,-0.227128,0.432374,26.064,-4.09382,92.1741,-10.5487,81.8128,53.2077,420,167.544,371.503,-175.119,9.42583,154.675,0.437973,-0.0631728,1.61278,-0.175974,1.42889,0.892414
25.4406,-3.78444,92.3276,-10.2505,81.846,51.8777,419.999,163.707,372.476,-175.178,9.1956,155.227,0.872944,0.74491,-1.72259,-0.482011,-0.234447,0.41923,26.4629,-4.29962,92.0697,-10.7407,81.7975,54.0671,420,170.379,370.767,-175.075,9.59587,154.261,0.444022,-0.0660509,1.61142,-0.178906,1.42848,0.905437
25.9398,-4.03587,92.2051,-10.4912,81.8197,52.9553,420.013,167.23,371.549,-175.12,9.40636,154.707,1.07346,0.488824,-1.88722,-0.477131,-0.181557,0.434566,27.0194,-4.59556,91.9151,-11.0091,81.7831,55.2703,420,174.36,369.733,-175.014,9.83526,153.679,0.452736,-0.0704392,1.60928,-0.183106,1.42802,0.924244
26.3233,-4.23036,92.1031,-10.6763,81.8042,53.781,420.02,169.952,370.88,-175.081,9.57286,154.309,1.20891,0.4029,-1.90316,-0.469097,-0.126779,0.454978,27.4154,-4.81257,91.7984,-11.2003,81.778,56.1297,420,177.214,368.992,-174.972,10.0072,153.262,0.459428,-0.0738337,1.6075,-0.186336,1.42775,0.938656
26.7324,-4.44778,91.993,-10.8705,81.7919,54.6538,420.019,172.881,370.094,-175.033,9.74279,153.892,1.25748,0.453202,-1.80535,-0.51076,-0.065345,0.45519,27.8101,-5.03429,91.6765,-11.391,81.7772,56.9892,420,180.077,368.249,-174.932,10.18,152.844,0.466569,-0.0776284,1.60558,-0.189727,1.42754,0.953888
27.1989,-4.69894,91.8638,-11.0955,81.7833,55.6625,420.001,176.224,369.198,-174.979,9.94193,153.405,1.06533,0.594801,-1.81055,-0.571621,-0.00931767,0.44959,28.2821,-5.30662,91.5232,-11.6193,81.782,58.0205,420,183.525,367.354,-174.884,10.3885,152.34,0.474711,-0.082012,1.60333,-0.193653,1.42739,0.971494
27.5985,-4.91712,91.7386,-11.2884,81.7802,56.5278,420.01,179.119,368.509,-174.944,10.1207,152.985,1.02724,0.639619,-1.8842,-0.567546,0.00932432,0.415107,28.6739,-5.53881,91.3895,-11.8088,81.7908,58.8799,420,186.408,366.606,-174.846,10.5631,151.918,0.481685,-0.0858199,1.60114,-0.19702,1.42733,0.986596
27.9892,-5.14258,91.6145,-11.4778,81.7803,57.3827,420.025,181.97,367.75,-174.903,10.2923,152.567,1.03531,0.623312,-1.76626,-0.552858,0.0268125,0.399924,29.0645,-5.77581,91.2503,-11.9978,81.804,59.7394,420,189.301,365.855,-174.809,10.7386,151.495,0.488505,-0.089755,1.59897,-0.200325,1.42734,1.00152
28.4601,-5.4164,91.4603,-11.7066,81.7879,58.4151,420.017,185.413,366.847,-174.855,10.5016,152.06,1.03441,0.575693,-1.75908,-0.533775,0.0806035,0.411944,29.5314,-6.06659,91.076,-12.2237,81.8258,60.7707,420,192.786,364.95,-174.766,10.9504,150.985,0.496722,-0.0945339,1.59628,-0.204319,1.42747,1.01954
28.853,-5.65026,91.3209,-11.8956,81.8,59.2802,420.017,188.319,366.124,-174.821,10.6784,151.633,1.0048,0.597471,-1.76962,-0.502736,0.11891,0.415297,29.9191,-6.31427,90.9246,-12.4112,81.8489,61.6301,420,195.701,364.193,-174.732,11.1278,150.559,0.50358,-0.0986157,1.59385,-0.207618,1.42768,1.03463
29.2794,-5.91377,91.1697,-12.1009,81.8174,60.2109,420.004,191.487,365.257,-174.775,10.8661,151.179,0.965534,0.666903,-1.70714,-0.490802,0.12818,0.410209,30.3054,-6.56685,90.7675,-12.5979,81.8766,62.4896,420,198.628,363.433,-174.699,11.3062,150.13,0.511022,-0.103215,1.59121,-0.211201,1.42798,1.05088
29.7314,-6.19977,90.9928,-12.3211,81.8417,61.2155,420.023,194.881,364.403,-174.737,11.0757,150.678,0.956895,0.639605,-1.78572,-0.522158,0.102597,0.425169,30.7672,-6.87648,90.5713,-12.8208,81.916,63.5209,420,202.154,362.518,-174.66,11.5214,149.614,0.518911,-0.108206,1.58812,-0.215044,1.42841,1.06841
30.1266,-6.45205,90.8394,-12.5099,81.8686,62.0918,419.995,197.858,363.621,-174.702,11.2547,150.242,0.991141,0.588229,-1.74518,-0.499532,0.0540145,0.42988,31.1506,-7.13998,90.4013,-13.0056,81.9539,64.3803,420,205.106,361.752,-174.63,11.7018,149.181,0.525808,-0.112609,1.58545,-0.218339,1.42888,1.08371
30.4818,-6.68866,90.69,-12.6833,81.8957,62.8873,420.01,200.562,362.922,-174.673,11.422,149.843,0.999495,0.645385,-1.77275,-0.478799,-0.0121951,0.413366,31.5326,-7.4085,90.2253,-13.1895,81.9965,65.2398,420,208.069,360.982,-174.601,11.8832,148.747,0.532007,-0.116739,1.58284,-0.221366,1.42935,1.09759
30.862,-6.94785,90.5247,-12.8663,81.9289,63.7371,420.022,203.485,362.158,-174.643,11.5996,149.417,1.00741,0.669677,-1.79396,-0.515414,-0.0616183,0.406502,31.9132,-7.68208,90.0433,-13.3725,82.0438,66.0992,420,211.044,360.21,-174.573,12.0655,148.31,0.538644,-0.121263,1.57995,-0.22456,1.42993,1.11242
31.3255,-7.26835,90.318,-13.0893,81.976,64.776,420.016,207.064,361.222,-174.606,11.8181,148.893,1.03522,0.644354,-1.80627,-0.531787,-0.070013,0.419556,32.3681,-8.01712,89.8168,-13.5906,82.107,67.1305,420,214.631,359.278,-174.541,12.2855,147.784,0.546733,-0.126857,1.57635,-0.228451,1.43075,1.13055
31.7044,-7.53494,90.1402,-13.272,82.0187,65.6342,420.017,210.015,360.478,-174.583,12.0017,148.456,1.03123,0.596138,-1.81627,-0.530265,-0.0328837,0.425978,32.7456,-8.30197,89.6211,-13.7712,82.165,67.99,420,217.635,358.499,-174.516,12.47,147.343,0.553346,-0.131509,1.57324,-0.23164,1.4315,1.14553
32.0008,-7.75072,89.9972,-13.4137,82.0558,66.2907,420.019,212.345,359.86,-174.558,12.1421,148.129,1.01979,0.641904,-1.80331,-0.5192,0.0191826,0.435651,32.9715,-8.47538,89.5006,-13.8791,82.2022,68.5056,420,219.443,358.029,-174.501,12.5812,147.077,0.55852,-0.135276,1.57075,-0.234112,1.43214,1.15699
32.507,-8.12425,89.7451,-13.6552,82.13,67.4427,419.999,216.34,358.813,-174.522,12.386,147.538,0.885662,0.769291,-1.78042,-0.476283,0.167883,0.452409,33.4216,-8.82783,89.2526,-14.0934,82.2819,69.537,420,223.075,357.086,-174.474,12.8046,146.543,0.567354,-0.141795,1.56635,-0.238328,1.43344,1.1771
32.8417,-8.38145,89.5641,-13.8171,82.1866,68.2126,420.018,219.017,358.137,-174.5,12.5524,147.138,0.830064,0.848127,-1.76057,-0.428591,0.219169,0.415024,33.7952,-9.12735,89.0388,-14.2708,82.3539,70.3964,420,226.117,356.297,-174.453,12.9919,146.096,0.573196,-0.146284,1.56319,-0.241154,1.43443,1.19053
33.1828,-8.64333,89.3819,-13.9793,82.2459,68.9959,420,221.75,357.426,-174.479,12.7206,146.731,0.917899,0.738707,-1.75532,-0.407836,0.137972,0.405158,34.1674,-9.43219,88.8183,-14.4468,82.4309,71.2558,420,229.173,355.503,-174.433,13.1803,145.646,0.579149,-0.150855,1.56001,-0.243984,1.43546,1.20421
33.5615,-8.94366,89.1677,-14.1596,82.3131,69.8603,420.016,224.83,356.638,-174.459,12.9107,146.284,0.993505,0.61706,-1.73696,-0.437222,0.00625489,0.436982,34.5381,-9.7424,88.591,-14.6215,82.5131,72.1153,420,232.245,354.706,-174.415,13.3697,145.194,0.585759,-0.156096,1.55627,-0.247131,1.43664,1.21929
33.9958,-9.29525,88.9158,-14.3648,82.3959,70.862,420.022,228.39,355.71,-174.439,13.1302,145.761,1.08972,0.549583,-1.77749,-0.487812,-0.024488,0.465777,34.981,-10.1218,88.309,-14.8294,82.6187,73.1466,420,235.95,353.744,-174.394,13.5984,144.648,0.593338,-0.162233,1.55187,-0.250712,1.43808,1.23678
34.3905,-9.62163,88.6807,-14.5501,82.4801,71.7718,420.009,231.646,354.846,-174.416,13.3294,145.285,1.04851,0.613659,-1.81228,-0.501382,0.0882784,0.451347,35.3485,-10.4441,88.0663,-15.0011,82.7124,74.006,420,239.055,352.938,-174.379,13.7902,144.19,0.600227,-0.167929,1.54777,-0.253948,1.43955,1.25265
34.742,-9.92063,88.4571,-14.716,82.5677,72.5899,420.008,234.572,354.103,-174.396,13.5097,144.851,0.951351,0.727673,-1.79957,-0.504336,0.163233,0.441744,35.7145,-10.7718,87.8164,-15.1712,82.8115,74.8655,420,242.176,352.128,-174.365,13.9831,143.73,0.606361,-0.173148,1.54387,-0.256843,1.44108,1.26693
35.0266,-10.1675,88.276,-14.8503,82.6364,73.2551,420.006,236.959,353.457,-174.381,13.6574,144.498,0.942024,0.757216,-1.84051,-0.511387,0.117512,0.444373,36.0063,-11.0381,87.6112,-15.3063,82.8947,75.553,420,244.684,351.476,-174.355,14.1382,143.359,0.61133,-0.177456,1.54071,-0.259186,1.44228,1.27854
35.5161,-10.5991,87.9471,-15.0788,82.7584,74.4016,420.027,241.124,352.398,-174.369,13.9165,143.885,0.997498,0.711497,-1.82248,-0.51483,0.0121278,0.445985,36.4422,-11.4443,87.2944,-15.507,83.0261,76.5843,420,248.467,350.494,-174.342,14.3723,142.8,0.619873,-0.184989,1.53497,-0.263175,1.44441,1.29855
35.8255,-10.8778,87.7332,-15.2208,82.8433,75.1221,420.025,243.779,351.713,-174.358,14.0785,143.501,0.984857,0.740002,-1.76504,-0.500566,0.0658501,0.432165,36.731,-11.7191,87.0775,-15.6392,83.118,77.2706,420,251,349.837,-174.335,14.529,142.426,0.625273,-0.189854,1.53123,-0.265653,1.44589,1.31113
36.1743,-11.2004,87.4862,-15.3825,82.9525,75.9505,420.005,246.775,350.907,-174.338,14.2631,143.051,0.92007,0.812724,-1.74008,-0.484278,0.158964,0.415487,37.0889,-12.0661,86.8009,-15.8023,83.2373,78.1242,420.001,254.167,349.014,-174.327,14.7251,141.957,0.631361,-0.195484,1.52692,-0.268475,1.44779,1.32559
36.6302,-11.6292,87.1467,-15.5937,83.0882,77.0362,420.031,250.767,349.899,-174.335,14.5139,142.457,0.930929,0.798962,-1.79538,-0.473299,0.0564357,0.425509,37.5842,-12.5583,86.4032,-16.0262,83.4126,79.3113,420.001,258.601,347.863,-174.319,14.9997,141.3,0.639318,-0.202969,1.521,-0.272161,1.45016,1.34454
36.9684,-11.956,86.8889,-15.7472,83.1981,77.8453,420.03,253.753,349.108,-174.328,14.698,142.012,0.997355,0.702936,-1.79302,-0.441719,0.0927897,0.423763,37.9339,-12.9144,86.1117,-16.183,83.5436,80.1535,420.001,261.769,347.041,-174.315,15.1959,140.83,0.64522,-0.208671,1.5165,-0.274841,1.45208,1.35866
37.2674,-12.2488,86.6516,-15.8843,83.3104,78.5675,420.014,256.396,348.438,-174.317,14.8636,141.61,1.06627,0.627132,-1.83446,-0.468285,0.163921,0.427812,38.2111,-13.2019,85.874,-16.3066,83.652,80.8237,420.001,264.302,346.383,-174.314,15.3529,140.454,0.650438,-0.213782,1.51236,-0.277234,1.45404,1.37126
37.6368,-12.6176,86.3538,-16.0474,83.4356,79.4335,420.018,259.732,347.565,-174.313,15.0648,141.139,1.07764,0.652971,-1.86924,-0.495016,0.117022,0.426886,38.5544,-13.5645,85.5713,-16.4587,83.7919,81.6572,420.001,267.47,345.561,-174.313,15.5491,139.983,0.656886,-0.220219,1.50716,-0.28008,1.45623,1.38638
37.9779,-12.9665,86.0697,-16.2019,83.5615,80.2587,420.024,262.825,346.746,-174.311,15.2584,140.678,0.946777,0.774134,-1.83595,-0.50229,0.104363,0.418227,38.8944,-13.9308,85.2624,-16.6081,83.9366,82.4858,420.001,270.637,344.739,-174.314,15.7453,139.512,0.662839,-0.226309,1.5022,-0.282776,1.45842,1.40078
38.3777,-13.3831,85.7215,-16.3789,83.7274,81.2282,420.01,266.482,345.816,-174.306,15.4844,140.131,0.901063,0.845096,-1.81143,-0.494957,0.145124,0.459035,39.2978,-14.3751,84.8834,-16.784,84.1167,83.4737,420.001,274.438,343.752,-174.317,15.9808,138.947,0.669818,-0.233578,1.49612,-0.285866,1.46132,1.4177
38.7104,-13.7392,85.4248,-16.527,83.8585,82.0414,420.03,269.577,344.997,-174.312,15.6778,139.669,0.940449,0.828681,-1.79787,-0.516022,0.0764158,0.462819,39.6302,-14.7492,84.5607,-16.9275,84.272,84.2916,420.001,277.605,342.93,-174.322,16.177,138.475,0.675624,-0.239794,1.49094,-0.288451,1.46361,1.43189
39.0465,-14.1045,85.1137,-16.6738,84.0122,82.8651,420.015,272.711,344.193,-174.309,15.8719,139.198,0.997888,0.743172,-1.81492,-0.508613,0.126698,0.45036,39.9592,-15.1268,84.2317,-17.0684,84.4321,85.1045,420.001,280.772,342.107,-174.328,16.3731,138.002,0.681489,-0.246169,1.48551,-0.291013,1.46629,1.44627
39.5187,-14.6283,84.668,-16.8776,84.2181,84.0131,420.015,277.192,343.007,-174.318,16.1476,138.544,0.975606,0.787359,-1.85401,-0.520968,0.0923431,0.43258,40.414,-15.6614,83.7604,-17.2611,84.6643,86.2343,420.001,285.206,340.956,-174.339,16.6476,137.34,0.689731,-0.255312,1.47774,-0.29457,1.46988,1.46631
39.8496,-15.0057,84.3358,-17.0205,84.3865,84.8326,420.008,280.357,342.217,-174.32,16.345,138.066,0.922505,0.871644,-1.85534,-0.497611,0.120015,0.425156,40.7349,-16.0473,83.4162,-17.3955,84.8358,87.0354,420.001,288.374,340.134,-174.35,16.8436,136.866,0.695507,-0.261898,1.47194,-0.297063,1.47282,1.48061
40.174,-15.3835,84.0046,-17.1583,84.5433,85.6407,420.023,283.516,341.397,-174.334,16.5404,137.592,0.915213,0.831125,-1.7773,-0.453713,0.123259,0.425564,41.0524,-16.4366,83.0656,-17.5271,85.0121,87.8316,420.001,291.541,339.312,-174.362,17.0395,136.392,0.701169,-0.268492,1.46616,-0.299469,1.47556,1.49471
40.4976,-15.7684,83.6645,-17.2964,84.7159,86.4492,420.018,286.675,340.568,-174.338,16.738,137.115,0.938783,0.804683,-1.76543,-0.44983,0.126868,0.420981,41.3665,-16.8293,82.7086,-17.6561,85.1931,88.6227,420.001,294.708,338.489,-174.376,17.2353,135.917,0.706816,-0.27521,1.46022,-0.301879,1.47857,1.50882
40.8828,-16.2353,83.2495,-17.4551,84.9187,87.406,420.02,290.502,339.551,-174.353,16.9716,136.551,0.960986,0.865444,-1.82002,-0.412724,0.119119,0.419431,41.739,-17.305,82.2717,-17.8074,85.4165,89.5656,420.001,298.509,337.503,-174.394,17.4701,135.347,0.713539,-0.28336,1.45298,-0.304649,1.48211,1.52552
41.196,-16.6226,82.902,-17.5844,85.1016,88.1908,419.995,293.621,338.719,-174.357,17.1651,136.084,0.896528,1.00399,-1.87378,-0.455718,0.112258,0.42154,42.0459,-17.7051,81.9006,-17.9304,85.6079,90.3459,420.001,301.676,336.681,-174.412,17.6656,134.87,0.719007,-0.29012,1.44691,-0.306905,1.4853,1.53922
41.5118,-17.0189,82.5307,-17.7148,85.281,88.9934,420.033,296.849,337.959,-174.389,17.3657,135.595,0.86611,1.03394,-1.88267,-0.440693,0.113548,0.434988,42.3494,-18.1084,81.5229,-18.0508,85.8039,91.1212,420.001,304.843,335.858,-174.431,17.8609,134.394,0.724518,-0.297036,1.44043,-0.309182,1.48844,1.55323
41.8994,-17.5189,82.0702,-17.8699,85.525,89.9783,420.012,300.81,336.92,-174.403,17.6099,134.996,0.881534,0.91237,-1.77834,-0.418745,0.110093,0.43052,42.7093,-18.5968,81.0612,-18.1917,86.0453,92.0449,420.001,308.644,334.872,-174.457,18.0952,133.821,0.731282,-0.305763,1.4324,-0.311889,1.49269,1.57042
42.2104,-17.9293,81.6923,-17.9941,85.7133,90.7634,420.022,304.049,336.045,-174.424,17.8083,134.52,0.886715,0.927785,-1.79007,-0.459198,0.13011,0.432577,43.0056,-19.0073,80.6691,-18.3062,86.2516,92.8093,420.001,311.811,334.049,-174.48,18.2902,133.343,0.73671,-0.312925,1.4258,-0.314056,1.49598,1.58412
42.5028,-18.3217,81.3232,-18.1091,85.9122,91.5124,420.005,307.103,335.25,-174.437,17.9974,134.058,0.854924,1.08629,-1.84519,-0.47521,0.112742,0.45344,43.2987,-19.4211,80.2705,-18.418,86.4625,93.5687,420.001,314.978,333.227,-174.505,18.485,132.865,0.741815,-0.319773,1.41936,-0.316063,1.49945,1.59719
42.8513,-18.7978,80.8675,-18.2443,86.1491,92.4097,420.012,310.811,334.316,-174.468,18.2252,133.497,0.837033,1.0834,-1.90392,-0.526565,0.125063,0.463136,43.6462,-19.9219,79.7834,-18.5487,86.7217,94.4735,420.001,318.779,332.24,-174.537,18.7185,132.29,0.747897,-0.328083,1.4114,-0.318423,1.50359,1.61285
43.1346,-19.194,80.4833,-18.3554,86.3466,93.1493,420.038,313.87,333.556,-174.501,18.4152,133.029,0.867035,0.923036,-1.82854,-0.526336,0.123859,0.436662,43.9323,-20.3427,79.3702,-18.6547,86.9429,95.222,420.001,321.946,331.418,-174.565,18.9128,131.81,0.752841,-0.334998,1.4047,-0.320361,1.50703,1.62576
43.428,-19.6145,80.0833,-18.4658,86.5679,93.9117,420.012,317.034,332.677,-174.513,18.6107,132.549,0.937974,0.822848,-1.79458,-0.49865,0.100955,0.421225,44.2152,-20.7668,78.9502,-18.7581,87.1686,95.9656,420.001,325.114,330.596,-174.596,19.1069,131.329,0.757962,-0.342338,1.39772,-0.322288,1.51089,1.63907
43.7157,-20.0314,79.677,-18.5726,86.7757,94.6571,420.028,320.213,331.851,-174.548,18.8027,132.075,0.949361,0.955743,-1.86573,-0.515321,0.118804,0.431099,44.495,-21.1941,78.5234,-18.8589,87.399,96.7042,420.001,328.281,329.774,-174.628,19.3008,130.848,0.762983,-0.349614,1.39063,-0.324153,1.51452,1.65208
