 , , , , , , , ,ACTURAL, , , , , , , , , , , , , , , , , ,COMMAND, , , , , , , , , 
acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6,acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6
44.0113,-20.4679,79.2458,-18.6832,87.0125,95.4317,420.018,323.48,331.015,-174.574,19.0061,131.577,0.914598,1.10237,-1.89705,-0.534095,0.0914523,0.444306,44.7716,-21.6245,78.0899,-18.9571,87.634,97.438,420.001,331.448,328.951,-174.662,19.4944,130.366,0.768143,-0.357232,1.3831,-0.326083,1.51865,1.6656
44.3415,-20.9628,78.7477,-18.8026,87.2818,96.2995,420.015,327.192,330.104,-174.614,19.2326,131.013,0.897428,1.10439,-1.85226,-0.453516,0.100062,0.44046,45.0995,-22.1452,77.5606,-19.0716,87.9221,98.312,420.001,335.249,327.965,-174.705,19.7263,129.786,0.773906,-0.36587,1.37441,-0.328167,1.52335,1.68074
44.6182,-21.3913,78.3236,-18.9013,87.5064,97.0378,420.022,330.349,329.24,-174.65,19.425,130.529,0.892527,0.999923,-1.78339,-0.422926,0.138655,0.415481,45.3694,-22.5827,77.1118,-19.1643,88.1672,99.0349,420.001,338.416,327.142,-174.743,19.9193,129.303,0.778735,-0.373349,1.367,-0.32989,1.52727,1.69363
44.9096,-21.8497,77.8642,-19.0041,87.7569,97.8045,420.016,333.696,328.337,-174.681,19.6295,130.028,0.900045,1.06428,-1.79235,-0.455276,0.116354,0.408724,45.6362,-23.0233,76.6561,-19.2544,88.417,99.753,420.001,341.583,326.32,-174.783,20.112,128.818,0.783821,-0.38135,1.35899,-0.331684,1.53165,1.70701
45.1677,-22.263,77.4427,-19.0941,87.9921,98.4942,420.006,336.689,327.559,-174.71,19.814,129.569,0.878159,1.21459,-1.85744,-0.425637,0.128576,0.430094,45.9001,-23.4671,76.1933,-19.3421,88.6714,100.466,420.001,344.751,325.498,-174.824,20.3043,128.333,0.788325,-0.388563,1.35163,-0.333255,1.53575,1.71905
45.4922,-22.7888,76.8935,-19.2044,88.2878,99.366,420.019,340.527,326.63,-174.769,20.0452,128.98,0.825476,1.16665,-1.8536,-0.384475,0.155786,0.432616,46.2127,-24.0039,75.6286,-19.444,88.9828,101.316,420.001,348.551,324.511,-174.876,20.5347,127.75,0.793988,-0.39774,1.34204,-0.33518,1.54091,1.73426
45.7563,-23.2298,76.4391,-19.2925,88.5325,100.076,420.026,343.687,325.783,-174.811,20.2356,128.501,0.832319,0.99614,-1.77944,-0.417536,0.147454,0.413828,46.47,-24.4548,75.1501,-19.5263,89.2473,102.018,420.001,351.718,323.689,-174.921,20.7263,127.263,0.798597,-0.405436,1.33411,-0.336718,1.54518,1.74666
46.0212,-23.6821,75.9692,-19.3805,88.7971,100.793,420.016,346.872,324.925,-174.844,20.4315,128.014,0.842941,1.02595,-1.80797,-0.442415,0.11953,0.402841,46.7243,-24.9089,74.6644,-19.6062,89.5166,102.716,420.001,354.886,322.867,-174.969,20.9175,126.776,0.803222,-0.413331,1.32591,-0.338254,1.5498,1.75916
46.2778,-24.1268,75.5008,-19.4636,89.0581,101.492,420.013,350.001,324.106,-174.885,20.6219,127.532,0.843631,1.23158,-1.89997,-0.420109,0.146988,0.405462,46.9757,-25.3662,74.1713,-19.6837,89.7905,103.409,420.001,358.053,322.044,-175.017,21.1083,126.288,0.8077,-0.421092,1.31774,-0.339704,1.55436,1.77137
46.6053,-24.6997,74.8827,-19.567,89.3979,102.391,420.014,354.055,323.12,-174.955,20.865,126.903,0.824666,1.25804,-1.85191,-0.39316,0.170856,0.383868,47.2736,-25.9193,73.5697,-19.7737,90.1253,104.234,420.001,361.854,321.058,-175.079,21.3368,125.701,0.813415,-0.43109,1.30695,-0.341509,1.56029,1.78707
46.8721,-25.184,74.3679,-19.6502,89.6798,103.127,420.022,357.408,322.205,-175.006,21.0668,126.388,0.800388,1.15537,-1.77868,-0.438826,0.164871,0.37503,47.5187,-26.3838,73.0602,-19.8461,90.4095,104.916,420.001,365.021,320.235,-175.132,21.5267,125.211,0.818073,-0.439544,1.29796,-0.342961,1.56521,1.7999
47.1023,-25.6077,73.9094,-19.7213,89.9328,103.759,420.029,360.33,321.443,-175.052,21.2425,125.941,0.808652,1.17123,-1.83228,-0.47396,0.121626,0.393791,47.761,-26.8516,72.543,-19.9163,90.6985,105.594,420.001,368.188,319.413,-175.186,21.7162,124.72,0.82209,-0.446939,1.28996,-0.344201,1.56962,1.81093
47.3947,-26.154,73.3125,-19.8079,90.2685,104.573,420.016,364.073,320.476,-175.113,21.4676,125.359,0.831353,1.29913,-1.90774,-0.445199,0.110085,0.425021,48.048,-27.4174,71.9122,-19.9976,91.0514,106.401,420.001,371.989,318.426,-175.254,21.9431,124.129,0.827194,-0.456473,1.27954,-0.345712,1.57548,1.82514
47.6865,-26.7123,72.6917,-19.8935,90.6135,105.385,420.027,367.879,319.529,-175.182,21.6942,124.771,0.817236,1.19049,-1.85941,-0.43803,0.121267,0.430124,48.331,-27.9881,71.2701,-20.0757,91.4113,107.201,420.001,375.79,317.44,-175.325,22.1692,123.538,0.832286,-0.466218,1.26871,-0.347208,1.5815,1.83931
47.918,-27.1672,72.1896,-19.9593,90.9006,106.041,420.013,370.916,318.712,-175.23,21.8789,124.292,0.831457,1.05922,-1.86026,-0.495849,0.133894,0.431203,48.5639,-28.4674,70.7263,-20.1385,91.7164,107.863,420.001,378.957,316.617,-175.386,22.3572,123.044,0.836327,-0.474157,1.25995,-0.348356,1.58652,1.85077
48.1691,-27.669,71.6296,-20.0293,91.2124,106.745,420.017,374.269,317.826,-175.29,22.0777,123.776,0.862329,1.13966,-1.88104,-0.542532,0.149561,0.432538,48.794,-28.9502,70.1744,-20.1991,92.0264,108.52,420.001,382.124,315.795,-175.449,22.5446,122.549,0.840709,-0.482915,1.25017,-0.349578,1.59196,1.86305
48.4358,-28.2088,71.0189,-20.103,91.5556,107.498,420.01,377.86,316.905,-175.359,22.292,123.218,0.819539,1.32777,-1.85336,-0.515384,0.146709,0.416942,49.0667,-29.5342,69.5013,-20.2692,92.4048,109.302,420.001,385.925,314.808,-175.527,22.7689,121.955,0.845365,-0.492336,1.23951,-0.350864,1.59795,1.8762
48.6705,-28.6966,70.463,-20.1656,91.8654,108.169,420.017,381.077,316.073,-175.425,22.4817,122.713,0.762536,1.33165,-1.84262,-0.452009,0.136889,0.411631,49.2909,-30.0248,68.9311,-20.3254,92.7255,109.948,420.001,389.092,313.986,-175.594,22.9552,121.458,0.84946,-0.50085,1.22981,-0.351957,1.60335,1.88791
48.8746,-29.1276,69.9686,-20.2184,92.1377,108.749,420.027,383.912,315.339,-175.486,22.6458,122.276,0.740703,1.31052,-1.85409,-0.433221,0.133418,0.426661,49.4684,-30.4199,68.4689,-20.3689,92.9857,110.462,420.001,391.626,313.328,-175.648,23.1039,121.06,0.853022,-0.508372,1.22118,-0.352878,1.60811,1.89802
49.1835,-29.797,69.1985,-20.2969,92.578,109.641,420.011,388.224,314.187,-175.568,22.9042,121.594,0.751087,1.33133,-1.82324,-0.484218,0.181647,0.42807,49.7751,-31.117,67.6467,-20.4422,93.4487,111.355,420.001,396.06,312.177,-175.747,23.3632,120.362,0.858414,-0.520055,1.20774,-0.354248,1.61579,1.9136
49.4012,-30.2755,68.6382,-20.3509,92.8899,110.27,420.014,391.32,313.4,-175.639,23.0841,121.109,0.761117,1.33964,-1.90487,-0.520005,0.167416,0.423273,49.991,-31.6194,67.0488,-20.4922,93.7854,111.986,420.001,399.227,311.355,-175.82,23.5477,119.862,0.862213,-0.528407,1.19796,-0.35519,1.62123,1.92457
49.619,-30.7645,68.0621,-20.4038,93.2115,110.898,420.019,394.455,312.598,-175.711,23.2659,120.62,0.744087,1.33453,-1.95687,-0.536992,0.154907,0.403056,50.2044,-32.1257,66.4419,-20.5404,94.1273,112.614,420.001,402.394,310.533,-175.894,23.7316,119.362,0.866014,-0.536942,1.18791,-0.356113,1.62685,1.93554
49.8076,-31.201,67.546,-20.4491,93.5055,111.453,420.025,397.2,311.88,-175.77,23.429,120.182,0.754229,1.2964,-1.92218,-0.514247,0.164505,0.380761,50.3733,-32.5336,65.9497,-20.5777,94.4046,113.112,420.001,404.928,309.875,-175.956,23.8784,118.96,0.869306,-0.54456,1.1789,-0.356905,1.63198,1.94522
50.0617,-31.7931,66.8398,-20.5077,93.8998,112.192,420.028,400.94,310.913,-175.859,23.6444,119.598,0.778154,1.30927,-1.89932,-0.44244,0.174601,0.373171,50.6237,-33.1502,65.2003,-20.6316,94.8268,113.854,420.001,408.729,308.888,-176.049,24.0977,118.357,0.873741,-0.554894,1.16657,-0.357926,1.63886,1.95812
50.2687,-32.2871,66.2458,-20.5535,94.2335,112.804,420.028,404.028,310.115,-175.935,23.8224,119.107,0.781704,1.33972,-1.91476,-0.408774,0.16203,0.368431,50.8297,-33.6686,64.5652,-20.6747,95.1845,114.467,420.001,411.896,308.066,-176.13,24.2798,117.854,0.877354,-0.563516,1.15621,-0.358727,1.64468,1.9688
50.4715,-32.7835,65.645,-20.5982,94.5742,113.407,420.032,407.088,309.318,-176.008,24.001,118.618,0.785213,1.33172,-1.9127,-0.414779,0.164295,0.380075,51.0331,-34.1912,63.9204,-20.7161,95.5475,115.076,420.001,415.063,307.244,-176.212,24.4612,117.349,0.880894,-0.57218,1.14572,-0.359506,1.65063,1.97933
50.7165,-33.3923,64.9045,-20.6498,94.9905,114.133,420.029,410.826,308.333,-176.1,24.2157,118.027,0.798644,1.33007,-1.97199,-0.451342,0.160752,0.397479,51.274,-34.8238,63.1336,-20.7638,95.9904,115.801,420.001,418.863,306.257,-176.313,24.678,116.742,0.885171,-0.582805,1.1328,-0.360408,1.6579,1.99199
50.9636,-34.0185,64.1289,-20.7007,95.4281,114.871,420.027,414.65,307.382,-176.202,24.4339,117.416,0.821297,1.28824,-1.95502,-0.478201,0.172419,0.417003,51.5111,-35.4618,62.3332,-20.8094,96.4408,116.518,420.001,422.656,305.272,-176.416,24.8938,116.134,0.889482,-0.593735,1.11926,-0.361296,1.66553,2.00487
51.1653,-34.5434,63.4837,-20.741,95.794,115.469,420.013,417.798,306.523,-176.277,24.6162,116.92,0.802568,1.37216,-1.89241,-0.497312,0.17282,0.413146,51.7056,-35.9972,61.6563,-20.8458,96.8217,117.109,420.001,425.81,304.454,-176.505,25.0727,115.627,0.893002,-0.602896,1.108,-0.361998,1.67192,2.01532
51.3661,-35.0775,62.8197,-20.7807,96.1697,116.074,420.008,420.978,305.676,-176.36,24.7997,116.411,0.755676,1.51864,-1.92718,-0.491754,0.158014,0.411262,51.8972,-36.5356,60.9709,-20.8808,97.2072,117.695,420.001,428.953,303.638,-176.595,25.2504,115.119,0.896508,-0.612217,1.09641,-0.362692,1.67848,2.02588
51.5989,-35.7093,62.0174,-20.8258,96.6211,116.784,420.018,424.73,304.756,-176.47,25.0119,115.803,0.719272,1.55377,-1.86313,-0.427735,0.138165,0.418747,52.1229,-37.1849,60.1377,-20.921,97.6755,118.389,420.001,432.706,302.663,-176.705,25.462,114.511,0.90057,-0.623244,1.08241,-0.363478,1.68636,2.03826
51.7928,-36.2492,61.3348,-20.8615,97.0039,117.376,420.019,427.891,303.916,-176.559,25.1907,115.293,0.728941,1.44918,-1.87779,-0.375374,0.144242,0.388495,52.3075,-37.7282,59.4351,-20.9531,98.0702,118.959,420.001,435.816,301.856,-176.798,25.6368,114.005,0.903955,-0.632668,1.0705,-0.364101,1.69304,2.0486
51.9824,-36.7857,60.6454,-20.8956,97.3886,117.953,420.027,431.026,303.133,-176.653,25.3644,114.791,0.74786,1.49599,-1.91176,-0.348331,0.150978,0.391667,52.4888,-38.2731,58.7256,-20.9839,98.4684,119.522,420.001,438.906,301.054,-176.893,25.8098,113.502,0.907264,-0.642032,1.05846,-0.364698,1.69975,2.05866
52.206,-37.4368,59.8118,-20.9345,97.8562,118.643,420.026,434.76,302.128,-176.763,25.5749,114.185,0.716215,1.56276,-1.86363,-0.350838,0.153628,0.403948,52.7018,-38.9285,57.8659,-21.0193,98.9504,120.186,420.001,442.584,300.099,-177.008,26.0149,112.9,0.911166,-0.653396,1.04391,-0.365376,1.70791,2.07071
52.3988,-38.0076,59.0722,-20.9675,98.2724,119.238,420.016,438.011,301.279,-176.861,25.7576,113.656,0.699869,1.5825,-1.92721,-0.372596,0.151423,0.428329,52.8753,-39.4753,57.1431,-21.0475,99.3552,120.729,420.001,445.62,299.311,-177.105,26.1836,112.402,0.914532,-0.663357,1.031,-0.365951,1.71518,2.08109
52.5691,-38.5247,58.3929,-20.9963,98.6544,119.769,420.019,440.93,300.549,-176.953,25.9203,113.177,0.679536,1.56723,-1.87907,-0.396171,0.164506,0.441567,53.0453,-40.0222,56.4154,-21.0747,99.7622,121.264,420.001,448.627,298.53,-177.203,26.3501,111.907,0.917504,-0.672383,1.01915,-0.366455,1.72184,2.09036
52.7486,-39.0822,57.664,-21.0258,99.0661,120.33,420.008,444.026,299.714,-177.046,26.096,112.669,0.671195,1.55306,-1.86579,-0.438542,0.174168,0.431494,53.2114,-40.5687,55.6833,-21.1008,100.171,121.788,420.001,451.603,297.757,-177.302,26.5141,111.416,0.920637,-0.682114,1.00643,-0.366969,1.72903,2.10016
52.9635,-39.7623,56.7629,-21.0604,99.565,121.001,420.013,447.8,298.733,-177.172,26.3014,112.053,0.662872,1.6754,-1.8772,-0.471806,0.165187,0.372808,53.3738,-41.1143,54.9476,-21.126,100.582,122.302,420.001,454.544,296.994,-177.401,26.6756,110.929,0.924388,-0.693982,0.9907,-0.367574,1.73774,2.11186
53.1201,-40.27,56.0912,-21.0852,99.942,121.487,419.999,450.563,297.973,-177.257,26.4564,111.604,0.621123,1.80769,-1.84566,-0.487651,0.162049,0.347205,53.5323,-41.6585,54.2091,-21.1503,100.993,122.806,420.001,457.447,296.24,-177.501,26.8343,110.447,0.927121,-0.702843,0.978976,-0.368006,1.74432,2.12036
53.3075,-40.8967,55.2347,-21.1158,100.42,122.094,420.025,453.961,297.191,-177.384,26.641,111.025,0.613208,1.8458,-1.92031,-0.498141,0.158507,0.354206,53.7172,-42.3088,53.3202,-21.1784,101.487,123.395,420.001,460.877,295.35,-177.621,27.021,109.877,0.930391,-0.713782,0.964028,-0.36854,1.75266,2.13095
53.449,-41.3812,54.583,-21.1377,100.784,122.541,420.028,456.536,296.493,-177.467,26.7837,110.603,0.668231,1.71086,-1.82994,-0.452171,0.167442,0.381981,53.8669,-42.8478,52.5783,-21.201,101.899,123.874,420.001,463.688,294.62,-177.722,27.1732,109.408,0.932861,-0.722238,0.952653,-0.368922,1.75902,2.13874
53.6009,-41.9147,53.8597,-21.1612,101.191,123.034,420.032,459.333,295.743,-177.563,26.9408,110.128,0.718307,1.5726,-1.9318,-0.40332,0.16584,0.405703,54.0125,-43.3836,51.8364,-21.2229,102.31,124.341,420.001,466.451,293.903,-177.822,27.3222,108.946,0.935512,-0.731549,0.940028,-0.369333,1.76611,2.14735
53.7527,-42.4397,53.1368,-21.1838,101.59,123.505,420.011,462.121,295.052,-177.662,27.088,109.674,0.753243,1.60271,-1.99463,-0.372113,0.153899,0.408311,54.126,-43.8094,51.2433,-21.24,102.638,124.705,420.001,468.626,293.338,-177.901,27.439,108.581,0.938161,-0.740712,0.927412,-0.369726,1.77308,2.15557
53.9283,-43.0755,52.2673,-21.2097,102.07,124.065,420.005,465.411,294.143,-177.779,27.2659,109.129,0.656342,1.74162,-1.90553,-0.341388,0.138332,0.403064,54.2913,-44.4428,50.356,-21.2651,103.128,125.236,420.001,471.826,292.507,-178.02,27.61,108.044,0.941227,-0.75181,0.912237,-0.370179,1.78145,2.16535
54.0613,-43.5717,51.5709,-21.2302,102.451,124.499,420.028,467.964,293.533,-177.881,27.3988,108.694,0.609047,1.88394,-1.96301,-0.352738,0.151192,0.380458,54.4243,-44.9649,49.6197,-21.2854,103.533,125.665,420.001,474.432,291.831,-178.119,27.7486,107.606,0.943547,-0.76047,0.900083,-0.370538,1.78811,2.17291
54.1915,-44.0652,50.8848,-21.2497,102.832,124.914,420.022,470.455,292.865,-177.969,27.534,108.28,0.616564,1.88265,-1.89048,-0.363473,0.167554,0.375272,54.553,-45.481,48.8876,-21.3053,103.935,126.079,420.001,476.98,291.169,-178.216,27.8834,107.176,0.945821,-0.769083,0.888107,-0.370877,1.79476,2.18017
54.3731,-44.7785,49.8772,-21.2778,103.392,125.509,420.036,474.001,291.978,-178.103,27.7254,107.673,0.693213,1.71851,-1.91502,-0.382266,0.167389,0.378696,54.7259,-46.1922,47.8718,-21.3326,104.492,126.637,420.001,480.443,290.27,-178.351,28.0656,106.591,0.94899,-0.781531,0.870521,-0.371367,1.80454,2.19054
54.5076,-45.3017,49.1413,-21.298,103.796,125.931,420.009,476.599,291.273,-178.199,27.8627,107.245,0.746237,1.67732,-1.89173,-0.397049,0.172676,0.357075,54.8442,-46.6911,47.1547,-21.3517,104.884,127.019,420.001,482.839,289.648,-178.445,28.1909,106.186,0.951336,-0.790665,0.857677,-0.37172,1.81158,2.1979
54.6337,-45.8196,48.4125,-21.3174,104.196,126.337,420.011,479.103,290.559,-178.29,27.9977,106.825,0.684916,1.83113,-1.90917,-0.421343,0.157352,0.359384,54.958,-47.1813,46.446,-21.3706,105.27,127.385,420.001,485.167,289.044,-178.538,28.312,105.792,0.953538,-0.799703,0.844957,-0.372059,1.81856,2.205
54.7852,-46.4436,47.5123,-21.3416,104.688,126.82,420.005,482.128,289.821,-178.411,28.1531,106.318,0.599019,1.99441,-1.89863,-0.461443,0.144077,0.378241,55.0887,-47.7571,45.609,-21.3928,105.726,127.806,420,487.868,288.343,-178.647,28.4517,105.333,0.956182,-0.810594,0.829246,-0.372482,1.82715,2.21342
54.8953,-46.9105,46.8404,-21.3597,105.054,127.172,420.003,484.35,289.237,-178.499,28.2685,105.945,0.566359,2.03276,-1.82168,-0.474397,0.133442,0.380221,55.1722,-48.1326,45.0602,-21.4075,106.023,128.075,420,489.609,287.89,-178.718,28.5413,105.038,0.958103,-0.818742,0.817519,-0.372797,1.83353,2.21957
54.9998,-47.3721,46.1689,-21.3773,105.419,127.515,420.021,486.512,288.691,-178.588,28.3796,105.573,0.55586,2.08409,-1.75948,-0.484684,0.126631,0.370733,55.2726,-48.5918,44.3862,-21.4256,106.388,128.397,420,491.717,287.343,-178.804,28.6493,104.68,0.959928,-0.8268,0.8058,-0.373105,1.8399,2.22555
55.1186,-47.8911,45.4207,-21.3974,105.831,127.891,419.987,488.909,288.02,-178.677,28.5098,105.17,0.57062,2.15466,-1.71294,-0.493285,0.13252,0.365751,55.3495,-48.9504,43.8575,-21.4399,106.674,128.643,420,493.346,286.92,-178.872,28.7324,104.403,0.962001,-0.835858,0.79274,-0.373455,1.8471,2.23213
55.2106,-48.3057,44.8117,-21.4141,106.159,128.185,419.99,490.82,287.539,-178.758,28.606,104.846,0.533574,2.27543,-1.71886,-0.516277,0.146283,0.360828,55.4416,-49.3869,43.2113,-21.4576,107.022,128.938,420,495.31,286.41,-178.954,28.832,104.069,0.963606,-0.843094,0.782111,-0.373746,1.85283,2.23726
55.313,-48.777,44.1136,-21.4329,106.538,128.516,419.99,492.963,287.019,-178.849,28.7146,104.478,0.457153,2.25109,-1.77938,-0.535971,0.175466,0.355994,55.546,-49.892,42.4597,-21.4785,107.426,129.27,420,497.556,285.827,-179.048,28.9453,103.687,0.965393,-0.85132,0.769928,-0.374075,1.85944,2.24303
55.3942,-49.1759,43.5191,-21.4491,106.857,128.794,420.03,494.737,286.588,-178.931,28.8028,104.16,0.518323,2.04317,-1.81275,-0.535635,0.190685,0.352291,55.6279,-50.2963,41.8554,-21.4955,107.75,129.529,420,499.333,285.366,-179.123,29.0343,103.385,0.966811,-0.858282,0.759552,-0.374358,1.865,2.24789
55.4798,-49.5758,42.9258,-21.4659,107.176,129.064,420.014,496.526,286.128,-179.008,28.8926,103.856,0.654279,1.89995,-1.82943,-0.531541,0.192441,0.380813,55.7051,-50.6842,41.273,-21.5122,108.061,129.773,420,501.021,284.928,-179.195,29.1184,103.098,0.968305,-0.86526,0.749197,-0.374651,1.87057,2.2526
55.5689,-50.0101,42.2859,-21.4837,107.518,129.339,420.012,498.426,285.582,-179.082,28.9894,103.545,0.671603,1.88144,-1.82086,-0.513216,0.180921,0.387771,55.7776,-51.055,40.7143,-21.5284,108.359,130,420,502.618,284.513,-179.264,29.1975,102.827,0.96986,-0.872841,0.738027,-0.374962,1.87654,2.2574
55.6793,-50.5452,41.4861,-21.5065,107.949,129.678,419.978,500.753,284.972,-179.176,29.108,103.156,0.558238,2.19318,-1.79206,-0.478241,0.147082,0.38009,55.8715,-51.544,39.9741,-21.5503,108.752,130.293,420,504.7,283.972,-179.353,29.2998,102.474,0.971788,-0.882181,0.724068,-0.375359,1.88407,2.26331
55.7517,-50.9246,40.9054,-21.5233,108.255,129.915,420.014,502.38,284.613,-179.254,29.1825,102.872,0.486116,2.32547,-1.7651,-0.45618,0.151591,0.357847,55.9332,-51.8718,39.4759,-21.5653,109.016,130.484,420,506.08,283.614,-179.413,29.3671,102.241,0.973051,-0.888802,0.713935,-0.375652,1.8894,2.26744
55.8198,-51.2792,40.3726,-21.539,108.535,130.135,420.024,503.881,284.201,-179.323,29.2552,102.612,0.540249,2.25572,-1.68437,-0.42215,0.145654,0.358429,55.9908,-52.1818,39.0031,-21.5798,109.266,130.66,420,507.374,283.278,-179.469,29.4298,102.023,0.97424,-0.894991,0.704635,-0.375927,1.89429,2.27128
55.8861,-51.6193,39.8608,-21.5537,108.809,130.329,420.002,505.305,283.807,-179.376,29.3274,102.384,0.567908,2.20049,-1.64508,-0.388954,0.133794,0.376803,56.0444,-52.4742,38.5557,-21.5938,109.501,130.823,420,508.584,282.964,-179.521,29.488,101.82,0.975397,-0.900927,0.695703,-0.376183,1.89908,2.27467
55.957,-51.9975,39.2863,-21.5712,109.115,130.553,419.998,506.867,283.395,-179.445,29.4053,102.113,0.517401,2.28122,-1.68264,-0.393597,0.14107,0.361045,56.0942,-52.7494,38.1336,-21.6071,109.723,130.974,420,509.713,282.671,-179.57,29.542,101.631,0.976634,-0.907528,0.685676,-0.376488,1.90442,2.27858
56.0125,-52.2938,38.8317,-21.585,109.357,130.717,419.988,508.086,283.098,-179.495,29.4645,101.912,0.47613,2.48119,-1.7007,-0.414137,0.168313,0.39183,56.1403,-53.0075,37.7365,-21.6198,109.932,131.112,420,510.765,282.398,-179.616,29.592,101.455,0.977602,-0.912699,0.67774,-0.376729,1.90865,2.28145
56.0617,-52.5671,38.4136,-21.5981,109.569,130.875,420.01,509.211,282.796,-179.552,29.5128,101.718,0.453544,2.46469,-1.66634,-0.420537,0.152345,0.379383,56.183,-53.2489,37.3642,-21.6319,110.126,131.239,420,511.741,282.144,-179.658,29.6381,101.293,0.978461,-0.91747,0.670445,-0.376958,1.91235,2.2842
56.1061,-52.8245,38.0197,-21.6104,109.786,131.008,420.006,510.213,282.528,-179.585,29.5688,101.551,0.470966,2.28504,-1.62625,-0.411265,0.120774,0.333606,56.2223,-53.4739,37.0163,-21.6434,110.308,131.355,420,512.645,281.909,-179.697,29.6804,101.143,0.979236,-0.921961,0.663568,-0.377172,1.91613,2.28651
56.157,-53.1115,37.5798,-21.6248,110.014,131.167,420.013,511.364,282.214,-179.641,29.6223,101.353,0.561988,2.3085,-1.63654,-0.421798,0.157132,0.38374,56.2654,-53.7228,36.6306,-21.6563,110.509,131.481,420,513.639,281.651,-179.74,29.7266,100.98,0.980125,-0.92697,0.655891,-0.377424,1.9201,2.2893
56.1993,-53.3437,37.2205,-21.6365,110.2,131.285,420.003,512.301,281.979,-179.68,29.6644,101.205,0.600725,2.41505,-1.69559,-0.437294,0.158386,0.343831,56.2917,-53.8763,36.3923,-21.6643,110.632,131.557,420,514.249,281.493,-179.766,29.7547,100.88,0.980863,-0.931022,0.64962,-0.377629,1.92335,2.29135
56.2522,-53.6316,36.7725,-21.6513,110.437,131.432,419.972,513.452,281.704,-179.727,29.7188,101.019,0.510721,2.41781,-1.66123,-0.469116,0.160367,0.383052,56.3334,-54.1216,36.0107,-21.6773,110.83,131.676,420,515.218,281.241,-179.808,29.799,100.722,0.981786,-0.936047,0.641801,-0.377886,1.92749,2.29391
56.2772,-53.7813,36.5393,-21.6593,110.554,131.512,419.989,514.043,281.553,-179.76,29.7428,100.915,0.437094,2.33296,-1.65105,-0.479736,0.134665,0.426711,56.3548,-54.2489,35.8122,-21.6841,110.932,131.736,420,515.719,281.111,-179.829,29.8217,100.641,0.982222,-0.938661,0.637731,-0.378026,1.92953,2.29532
56.3073,-53.9659,36.2611,-21.6686,110.7,131.598,419.991,514.737,281.311,-179.783,29.7801,100.805,0.393028,2.33277,-1.66081,-0.480692,0.141974,0.335418,56.3794,-54.3954,35.5836,-21.692,111.05,131.805,420,516.294,280.962,-179.854,29.8475,100.548,0.982748,-0.941882,0.632875,-0.378188,1.93209,2.29683
56.3433,-54.1875,35.9104,-21.6805,110.882,131.701,420.008,515.591,281.126,-179.82,29.8171,100.666,0.457838,2.3774,-1.71995,-0.488504,0.121588,0.307094,56.4098,-54.5777,35.2984,-21.7019,111.197,131.888,420,517.008,280.777,-179.884,29.8792,100.435,0.983377,-0.94575,0.626754,-0.378396,1.93525,2.29862
56.3694,-54.3401,35.6697,-21.6887,111,131.777,420.017,516.198,280.985,-179.852,29.8388,100.567,0.538603,2.35801,-1.70511,-0.502006,0.121712,0.428511,56.4288,-54.6926,35.1186,-21.7082,111.289,131.94,420,517.456,280.661,-179.903,29.8989,100.364,0.983832,-0.948413,0.622554,-0.37854,1.93732,2.29994
56.3933,-54.4764,35.4539,-21.6962,111.12,131.844,419.991,516.712,280.877,-179.871,29.8671,100.479,0.561132,2.34712,-1.63999,-0.503448,0.193923,0.459145,56.4457,-54.7953,34.9576,-21.7138,111.371,131.985,420,517.856,280.557,-179.919,29.9162,100.302,0.984249,-0.950792,0.618788,-0.37867,1.93941,2.30111
56.4166,-54.6263,35.2305,-21.7041,111.231,131.91,420.007,517.27,280.648,-179.892,29.8939,100.394,0.555397,2.32972,-1.61066,-0.522998,0.0904018,0.345578,56.4635,-54.9033,34.7881,-21.7198,111.457,132.032,420,518.277,280.447,-179.937,29.9342,100.237,0.984656,-0.953409,0.614889,-0.378808,1.94134,2.30226
56.4365,-54.7345,35.0558,-21.71,111.315,131.957,420.001,517.715,280.572,-179.914,29.9065,100.331,0.56123,2.5219,-1.65672,-0.543562,0.0897046,0.278632,56.4763,-54.9814,34.6654,-21.7241,111.519,132.065,420,518.582,280.368,-179.949,29.947,100.191,0.985003,-0.955297,0.611839,-0.378911,1.94282,2.30308
56.4524,-54.8322,34.8967,-21.7159,111.403,131.999,419.994,518.076,280.521,-179.927,29.9253,100.271,0.51835,2.48671,-1.64978,-0.547189,0.203535,0.272285,56.4875,-55.0494,34.5585,-21.7278,111.573,132.093,420,518.848,280.299,-179.959,29.958,100.152,0.98528,-0.957003,0.609063,-0.379014,1.94435,2.30382
56.4689,-54.9359,34.7405,-21.721,111.484,132.041,419.993,518.457,280.376,-179.938,29.9446,100.216,0.499379,2.28371,-1.63859,-0.540775,0.187371,0.367946,56.4989,-55.1186,34.4495,-21.7315,111.628,132.121,420,519.119,280.229,-179.97,29.969,100.112,0.985567,-0.958812,0.606336,-0.379103,1.94575,2.30454
